Step	Time_elapsed
1	0.0
2	1582647162.9236615
3	1122.2815611362457
4	1122.2815611362457
5	951.1973226070404
6	1131.9786834716797
7	1302.0562613010406
8	1559.294009923935
9	1172.560076713562
10	1172.560076713562
11	1172.560076713562
12	912.6976647377014
13	771.7253174781799
14	842.3201861381531
15	690.0366790294647
16	766.742128610611
17	636.8777203559875
18	1118.7969679832458
19	1200.5030024051666
20	640.7205560207367
21	858.560159444809
22	948.012909412384
23	878.7235727310181
24	773.2684111595154
25	640.9828712940216
26	349.11088037490845
27	653.0347175598145
28	404.17784309387207
29	526.7487173080444
30	667.6879215240479
31	761.159229516983
32	731.8899893760681
33	806.5997927188873
34	802.6376030445099
35	551.9786293506622
36	841.8516736030579
37	739.6936638355255
38	717.2434868812561
39	863.2878980636597
40	416.4721314907074
41	1290.2047510147095
42	683.2344963550568
43	954.942709684372
44	750.9718647003174
45	2880.031746149063
46	1078.5075907707214
47	857.2246925830841
48	1750.0405802726746
49	653.4904546737671
50	991.0146343708038
51	2255.0431592464447
52	663.8861610889435
53	955.997697353363
54	435.5170748233795
55	332.9450755119324
56	1093.3516178131104
57	852.9484481811523
58	1407.8372762203217
59	385.65377402305603
60	536.1835925579071
61	378.4797565937042
62	518.6452548503876
63	593.6446177959442
64	582.5156118869781
65	2024.4069566726685
66	856.7829985618591
67	630.3142244815826
68	691.8964982032776
69	351.66759729385376
70	672.4917953014374
71	445.9689531326294
72	445.9689531326294
73	631.8214731216431
74	108.91577291488647
75	533.125054359436
76	199.96358132362366
77	32.99012303352356
78	204.42275881767273
79	418.2797305583954
80	428.4688217639923
81	317.1530907154083
82	320.0082414150238
83	184.44271874427795
84	507.3025553226471
85	279.0435485839844
86	193.8666501045227
87	381.8785629272461
88	201.03069019317627
89	144.87661361694336
90	288.25219464302063
91	381.3986921310425
92	92.39144992828369
93	423.3152813911438
94	340.2749354839325
95	474.0455410480499
96	235.66472959518433
97	125.8241856098175
98	446.1074604988098
99	392.95968079566956
100	619.8267810344696
101	542.7766473293304
102	506.0728986263275
