Step	Time_elapsed
1	0.0
2	1582682221.8734171
3	1512.3797693252563
4	1486.6188712120056
5	3271.604267835617
6	5124.203563928604
7	1367.8975918293
8	1425.8336670398712
9	1116.5401651859283
10	2363.970832824707
11	1145.8059573173523
12	1679.025473356247
13	2379.78413271904
14	1356.6647274494171
15	1538.938098192215
16	1774.464574098587
17	1466.685385942459
18	2052.4653673171997
19	1455.3013064861298
20	1537.3379118442535
21	1386.53741812706
22	3521.399355649948
23	584.9303269386292
24	602.6647894382477
25	1036.9451167583466
26	564.565039396286
27	607.8558254241943
28	701.608544588089
29	453.7555923461914
30	969.5512592792511
31	288.29750633239746
32	753.4529445171356
33	818.7217311859131
34	960.6726412773132
35	2498.0756692886353
36	1608.8313491344452
37	1608.8313491344452
38	1608.8313491344452
39	10799.33773803711
40	10799.33773803711
41	10799.33773803711
42	24530.07883167267
43	1184.9024653434753
44	1084.4206714630127
45	4744.140895605087
46	943.0764966011047
47	835.0723733901978
48	3519.088829755783
49	3599.4570927619934
50	2087.081379175186
51	2087.081379175186
52	3521.2072429656982
53	1878.9439182281494
54	1878.9439182281494
55	1979.525367975235
56	1979.525367975235
57	1979.525367975235
58	1979.525367975235
59	1979.525367975235
60	1979.525367975235
61	7752.314101457596
62	1709.49280834198
63	1905.9185116291046
64	895.1887998580933
65	1881.6231725215912
66	2091.062121152878
67	4239.5314791202545
68	2836.6097428798676
69	2836.6097428798676
70	2007.3097598552704
71	1677.586673259735
72	2175.4526767730713
73	1739.4430453777313
74	817.7050938606262
75	782.4282445907593
76	782.4282445907593
77	1654.957968711853
78	535.2880556583405
79	1696.5478699207306
80	1696.5478699207306
81	1259.9906899929047
82	1568.4538404941559
83	1096.5637137889862
84	9322.980241298676
85	9322.980241298676
86	854.7001097202301
87	1594.6082739830017
88	1594.6082739830017
89	795.3512573242188
90	795.3512573242188
91	795.3512573242188
92	1582967751.8758092
93	5351.018071174622
94	591.4346039295197
95	1192.4534919261932
96	1393.2603058815002
97	1159.670217037201
98	328.99103713035583
99	328.99103713035583
100	1617.1102640628815
101	2033.5604853630066
102	3475.2026805877686
103	1077.2585792541504
104	1352.41548037529
105	303.33189702033997
106	303.33189702033997
107	692.8524463176727
108	784.4325480461121
109	779.1341097354889
110	809.9061932563782
111	1820.767585992813
112	2517.2253172397614
113	2517.2253172397614
114	507.4776244163513
115	507.4776244163513
116	1650.1096713542938
117	2093.684269428253
118	613.4935970306396
119	750.7636773586273
120	750.7636773586273
121	1651.8271117210388
122	998.1215410232544
123	998.1215410232544
124	3261.417359828949
125	2891.8230249881744
126	2450.634512901306
127	3829.70307803154
128	3829.70307803154
129	4487.445422410965
130	4487.445422410965
131	4034.429025888443
132	5578.734374046326
133	1583448917.2694368
134	2381.2102115154266
135	4157.799844026566
136	3792.0183193683624
137	2355.789890050888
138	1584050276.5031674
139	3337.48508644104
140	3324.0294511318207
141	1240.0341267585754
142	2679.4067401885986
143	3859.2349257469177
144	2499.3791048526764
145	2499.3791048526764
146	3636.1079547405243
147	3636.1079547405243
148	4174.563476085663
149	4174.563476085663
