Step	Time_elapsed
1	0.0
2	1582678511.669284
3	1063.3070044517517
4	1704.4679772853851
5	749.9571833610535
6	809.1960694789886
7	1128.0617587566376
8	1041.4665501117706
9	590.486298084259
10	590.486298084259
11	663.2074728012085
12	1953.1158065795898
13	639.2943503856659
14	492.0926628112793
15	939.4135344028473
16	1055.1806094646454
17	853.6664319038391
18	1143.4406032562256
19	730.0311317443848
20	723.8942520618439
21	509.42697739601135
22	536.2412874698639
23	779.090562582016
24	1307.5437157154083
25	727.6204977035522
26	803.3618245124817
27	570.9303147792816
28	2038.5929832458496
29	808.2748641967773
30	2728.15371799469
31	471.11654114723206
32	1094.2473516464233
33	895.6812155246735
34	910.7760677337646
35	761.0041637420654
36	1333.3164601325989
37	935.8846552371979
38	598.5161545276642
39	1112.676990032196
40	585.1676042079926
41	1534.511886358261
42	1260.9804933071136
43	909.8378989696503
44	842.3744237422943
45	685.6571443080902
46	948.4428844451904
47	1067.1960515975952
48	1070.7233815193176
49	666.5353991985321
50	989.0643973350525
51	584.3533425331116
52	498.25446486473083
53	582.868646144867
54	720.0891492366791
55	960.7749760150909
56	483.40560936927795
57	568.1510419845581
58	502.683979511261
59	489.9660334587097
60	161.6913604736328
61	571.849410533905
62	870.4924280643463
63	550.9820334911346
64	693.4347026348114
65	608.2460548877716
66	560.0943558216095
67	867.020574092865
68	420.7899844646454
69	717.9263761043549
70	592.5124793052673
71	592.5124793052673
72	435.1456160545349
73	516.2185666561127
74	660.0178854465485
75	374.67732429504395
76	782.7179908752441
77	391.0414242744446
78	394.00409293174744
79	527.5883493423462
80	539.4337956905365
81	493.0575006008148
82	354.93818068504333
83	319.2578561306
84	270.2415781021118
85	606.5922455787659
86	330.6863226890564
87	395.259845495224
88	592.4787023067474
89	397.2613134384155
90	212.1586697101593
91	562.5063655376434
92	32.26197361946106
93	532.2374963760376
94	622.4885103702545
95	336.7434480190277
96	207.49206447601318
97	276.6218054294586
98	326.4498510360718
99	691.6492686271667
100	121.18387722969055
101	610.1824896335602
102	523.9637551307678
103	219.18493342399597
104	701.191971540451
105	93.9973316192627
106	476.34725069999695
107	348.2825994491577
108	713.8110535144806
109	336.9143559932709
110	191.6086356639862
111	210.53466176986694
112	358.3359010219574
113	84.59163308143616
114	352.87294125556946
115	396.75214076042175
116	307.4588990211487
117	914.3438565731049
118	231.08659386634827
119	534.2119948863983
120	534.4466350078583
121	663.6911838054657
122	348.39512825012207
123	342.3900713920593
124	482.287481546402
125	276.9631459712982
126	406.1751627922058
127	101.96461009979248
128	388.28214931488037
129	4451.250133752823
130	468.3989565372467
131	468.3989565372467
132	224.6612777709961
133	351.3166923522949
134	447.29089307785034
135	314.42974376678467
136	238.34216046333313
137	480.45585656166077
138	615.9198260307312
139	356.5339455604553
140	541.8542129993439
141	158.00947260856628
142	682.8440983295441
143	682.8440983295441
144	230.50604152679443
145	699.0760352611542
146	484.90251302719116
147	441.3614854812622
148	500.09025025367737
149	286.5488862991333
150	323.60104060173035
151	651.299243927002
152	678.1977972984314
153	45.404752016067505
154	305.15938782691956
155	146.4668595790863
156	109.60122036933899
157	249.67263770103455
158	426.94655752182007
159	567.9078571796417
160	942.0076885223389
161	348.8473176956177
162	463.94233441352844
163	482.3090786933899
164	257.5764150619507
165	328.3074917793274
166	327.1345126628876
167	255.9772174358368
168	460.66339325904846
169	652.8903632164001
170	351.1644446849823
171	444.9392685890198
172	557.3496904373169
173	330.0422377586365
174	300.72948455810547
175	467.1793839931488
176	381.8846814632416
177	295.48165702819824
178	540.8513629436493
179	337.1103105545044
180	421.4821002483368
181	285.0038638114929
182	1050.8006558418274
183	283.0892505645752
184	201.89065718650818
185	355.00794529914856
186	270.374666929245
187	277.04127168655396
188	213.2976040840149
189	240.4539773464203
190	307.2559504508972
191	222.53497648239136
192	137.2894868850708
193	1135.6588907241821
194	386.85134768486023
195	259.9844183921814
196	234.49776649475098
197	339.04312920570374
198	195.95868039131165
199	277.1556601524353
200	235.14648389816284
201	140.63341212272644
202	241.69054198265076
203	241.69054198265076
204	540.7389471530914
205	628.8427760601044
206	215.30449628829956
207	488.20131754875183
208	233.44502210617065
209	251.900235414505
210	286.7680015563965
211	282.68995213508606
212	286.86036372184753
213	335.68255591392517
214	161.29921865463257
215	208.18763399124146
216	223.8695523738861
217	11.654114246368408
218	268.2773289680481
219	443.33517956733704
220	385.9441783428192
221	385.9441783428192
222	143.85351252555847
223	497.46890115737915
224	334.24676728248596
225	227.97128868103027
226	362.694766998291
227	539.9236760139465
228	257.6392629146576
229	292.57284116744995
230	387.50613594055176
231	206.38225674629211
232	204.6256182193756
233	476.5154359340668
234	344.63904571533203
235	421.73033261299133
236	238.06393313407898
237	493.308899641037
238	348.7433109283447
239	342.93608474731445
240	333.0750517845154
241	630.6019141674042
242	409.21269369125366
243	358.277485370636
244	299.3418891429901
245	431.9898211956024
246	318.8966295719147
247	757.7834825515747
248	891.762898683548
249	329.39669370651245
250	255.22830510139465
251	1215.969520330429
252	1263.6529676914215
253	147.75592255592346
254	256.7109155654907
255	286.4690134525299
256	426.04548263549805
257	516.6052486896515
258	544.8097212314606
259	864.2367649078369
260	382.03568863868713
261	319.16996455192566
262	383.5669004917145
263	347.62520265579224
264	244.85031080245972
265	419.08612608909607
266	412.40961837768555
267	267.1995053291321
268	327.2616231441498
